iter	RMSE
166	6021121.843
167	6018814.818
168	6016741.764
169	6014832.516
170	6012949.485
171	6011227.819
172	6008749.439
173	6006903.385
174	6005002.162
175	6003126.943
176	6001030.307
177	5999234.324
178	5997160.168
179	5995445.769
180	5993116.397
181	5991439.427
182	5989231.284
183	5987546.039
184	5985741.1
185	5983792.055
186	5981917.54
187	5979844.263
188	5977985.599
189	5975855.343
190	5974004.766
191	5972527.813
192	5970901.359
193	5968733.828
194	5967074.406
195	5964860.063
196	5962875.355
197	5960706.71
198	5958303.209
199	5956606.269
200	5954723.803
201	5952474.841
202	5950203.84
203	5948161.754
204	5946370.104
205	5944685.614
206	5943046.006
207	5941237.351
208	5939070.331
209	5937208.338
210	5935140.699
211	5932997.539
212	5930761.271
213	5928475.136
214	5926404.427
215	5924602.958
216	5922938.433
217	5920952.558
218	5919225.83
219	5917209.108
220	5915030.43
221	5912922.269
222	5911362.893
223	5909251.799
224	5907262.324
225	5905475.415
226	5903683.747
227	5901759.187
228	5899580.501
229	5897797.351
230	5896068.67
231	5894130.535
232	5891838.807
233	5890107.261
234	5887691.354
235	5885707.953
236	5883743.566
237	5881898.154
238	5879984.516
239	5878557.408
240	5876542.437
241	5874203.345
242	5871991.36
243	5870345.647
244	5868506.652
245	5866521.404
246	5864729.556
247	5863015.801
248	5861033.695
249	5859028.447
250	5857290.938
251	5855279.977
252	5853164.579
253	5850896.916
254	5849168.727
255	5847400.619
256	5845664.975
257	5843710.982
258	5841832.778
259	5840071.309
260	5838221.065
261	5836243.821
262	5834499.723
263	5832826.83
264	5830948.4
265	5829132.579
266	5827028.553
267	5825033.306
268	5822994.662
269	5821165.439
270	5818985.71
271	5817211.467
272	5815046.923
273	5813239.847
274	5811562.961
275	5809515.514
276	5807829.365
277	5805493.899
278	5803806.839
279	5801759.728
280	5799951.46
281	5798392.25
282	5796499.514
283	5794864.954
284	5792968.029
285	5791381.331
286	5789625.744
287	5787729.302
288	5785762.697
289	5783415.917
290	5781646.191
291	5779372.613
292	5777802.88
293	5776150.941
294	5774084.531
295	5772273.502
296	5770449.665
297	5768600.388
298	5766744.221
299	5765142.128
300	5763147.964
301	5761210.593
302	5759429.063
303	5757612.156
304	5755664.139
305	5753929.141
306	5752049.335
307	5750259.3
308	5748354.328
309	5746763.387
310	5744905.877
311	5743098.191
312	5741273.632
313	5739041.684
314	5737286.69
315	5735581.94
316	5733463.458
317	5731616.524
318	5729872.204
319	5728571.885
320	5726770.808
321	5724582.824
322	5722528.823
323	5720876.436
324	5719303.455
325	5717428.113
326	5715232.314
327	5713548.443
328	5711318.288
329	5709341.253
330	5707539.609
331	5705476.253
332	5703765.759
333	5701701.474
334	5700021.267
335	5698186.893
336	5696564.893
337	5694351.674
338	5692365.722
339	5690642.325
340	5688700.707
341	5687082.615
342	5685210.802
343	5683457.48
344	5681722.951
345	5680185.408
346	5678300.608
347	5676685.043
348	5674385.527
349	5672847.123
350	5670769.43
351	5668576.633
352	5666931.553
353	5664971.605
354	5663187.097
355	5661204.491
356	5659557.864
357	5657963.759
358	5656215.889
359	5654332.426
360	5652272.719
361	5650697.089
362	5648833.501
363	5647238.235
364	5644966.445
365	5643411.478
366	5641704.366
367	5640193.681
368	5638382.823
369	5636446.364
370	5635040.971
371	5633458.257
372	5631999.388
373	5630488.091
374	5628850.158
375	5627241.542
376	5625246.619
377	5623509.776
378	5621452.706
379	5619714.606
380	5618150.872
381	5616187.898
382	5614238.438
383	5612504.055
384	5610391.849
385	5608667.37
386	5606729.062
387	5605065.591
388	5603279.613
389	5601290.607
390	5599303.485
391	5597438.496
392	5595920.948
393	5593937.739
394	5591787.814
395	5589977.48
396	5588375.764
397	5586543.44
398	5585025.529
399	5583068.521
400	5581536.731
401	5579637.366
402	5577907.435
403	5576417.505
404	5574825.444
405	5572935.382
406	5571331.138
407	5569472.283
408	5567771.261
409	5566186.402
410	5564852.334
411	5563143.233
412	5561444.335
413	5559530.218
414	5557876.517
415	5556206.3
416	5554432.414
417	5552561.041
418	5550832.158
419	5549229.294
420	5547520.712
421	5545695.648
422	5544144.328
423	5542673.613
424	5540793.307
425	5539198.096
426	5537201.756
427	5535491.415
428	5533757.54
429	5531826.07
430	5529935.482
431	5528084.621
432	5526294.326
433	5524562.843
434	5522979.303
435	5521541.095
436	5519945.065
437	5518303.801
438	5516671.72
439	5515279.967
440	5513311.41
441	5511603.071
442	5509256.142
443	5507334.827
444	5505592.578
445	5503770.915
446	5502254.15
447	5500656.994
448	5499148.762
449	5497615.21
450	5495849.632
451	5494138.058
452	5492364.861
453	5490581.624
454	5488884.126
455	5487140.275
456	5485319.287
457	5483417.454
458	5481698.82
459	5479923.17
460	5478453.985
461	5476741.755
462	5475173.055
463	5473372.642
464	5472002.441
465	5470464.994
466	5468878.57
467	5467431.888
468	5465726.465
469	5464165.874
470	5462447.481
471	5460661.417
472	5458755.398
473	5457151.817
474	5455458.634
475	5453878.741
476	5452442.522
477	5450857.161
478	5449334.097
479	5447469.335
480	5446020.761
481	5444343.58
482	5442442.503
483	5440473.879
484	5438565.434
485	5436971.071
486	5435643.412
487	5434084.717
488	5432663.153
489	5430531.175
490	5428824.444
491	5427136.075
492	5425501.219
493	5424199.121
494	5422548.634
495	5420901.217
496	5419288.372
497	5417682.746
498	5415787.257
499	5414042.664
500	5412313.41
501	5410852.369
502	5409239.002
503	5407613.368
504	5406139.4
505	5404704.94
506	5402896.976
507	5401319.478
508	5399930.875
509	5398175.308
510	5396499.199
511	5394774.123
512	5392995.234
513	5391218.344
514	5389451.573
515	5387672.114
516	5386075.545
517	5384387.931
518	5383066.958
519	5381329.025
520	5379547.368
521	5378326.371
522	5376695.331
523	5374968.238
524	5373362.137
525	5371584.356
526	5369931.663
527	5368411.973
528	5366853.835
529	5365006.979
530	5363182.361
531	5361619.745
532	5359909.411
533	5357842.093
534	5356394.415
535	5354931.678
536	5353405.95
537	5351971.807
538	5350436.355
539	5348653.168
540	5346768.209
541	5344982.574
542	5342970.506
543	5341717.939
544	5340110.244
545	5338116.41
546	5336363.374
547	5334524.155
548	5333046.982
549	5331060.872
550	5329274.503
551	5327438.766
552	5325852.698
553	5324217.52
554	5322581.753
555	5320688.31
556	5319046.73
557	5317249.312
558	5315728.216
559	5314210.194
560	5312319.107
561	5310815.655
562	5308904.372
563	5307218.972
564	5305664.339
565	5304216.747
566	5302610.69
567	5300598.869
568	5298768.541
569	5297352.568
570	5295753.292
571	5293754.837
572	5292125.276
573	5290660.476
574	5289301.379
575	5287791.64
576	5286429.334
577	5284960.249
578	5283271.18
579	5281753.137
580	5279833.491
581	5278015.929
582	5276468.663
583	5274679.854
584	5272601.77
585	5270532.151
586	5268472.303
587	5266943.455
588	5265495.734
589	5263680.905
590	5262021.036
591	5260446.772
592	5258754.224
593	5257112.764
594	5255489.707
595	5253480.038
596	5251405.219
597	5249619.17
598	5248331.789
599	5246734.453
600	5245052.812
601	5243565.611
602	5242064.544
603	5240346.543
604	5238961.604
605	5237189.695
606	5235677.15
607	5234144.594
608	5232688.308
609	5231069.962
610	5229497.178
611	5227645.342
612	5226275.405
613	5224597.452
614	5223226.021
615	5221605.107
616	5219672.344
617	5218067.689
618	5216595.915
619	5215116.056
620	5213566.768
621	5211984.005
622	5210437.3
623	5208665.042
624	5207310.141
625	5205989.149
626	5204395.615
627	5202726.165
628	5201228.778
629	5199307.147
630	5197996.654
631	5196471.374
632	5195179.333
633	5193192.907
634	5191411.585
635	5189960.388
636	5188276.155
637	5186558.803
638	5184723.208
639	5183015.663
640	5181508.406
641	5180029.919
642	5178650.905
643	5177127.238
644	5175745.382
645	5174221.532
646	5172909.46
647	5171043.023
648	5169262.695
649	5167772.853
650	5166446.478
651	5164803.657
652	5163204.29
653	5161609.917
654	5159883.456
655	5158229.298
656	5156641.817
657	5155273.85
658	5153813.545
659	5152341.215
660	5150920.599
661	5149111.118
662	5147309.924
663	5146141.757
664	5144282.734
665	5142666.533
666	5141278.626
667	5139698.771
668	5138053.865
669	5136613.93
670	5135016.326
671	5133707.983
672	5132223.159
673	5130772.727
674	5129000.25
675	5127162.146
676	5125202.908
677	5124041.076
678	5122405.947
679	5120618.593
680	5119010.253
681	5117459.9
682	5115859
683	5114606.351
684	5112867.788
685	5111412.613
686	5109830.895
687	5108426.133
688	5107015.842
689	5105632.034
690	5103730.356
691	5102106.799
692	5100879.717
693	5099395.734
694	5097755.204
695	5096581.491
696	5095071.019
697	5093432.967
698	5091924.166
699	5090537.637
700	5089038.614
701	5087274.738
702	5085430.426
703	5083951.29
704	5082501.01
705	5081003.884
706	5079284.147
707	5077904.712
708	5076236.604
709	5074636.089
710	5072839.982
711	5071184.385
712	5069748.256
713	5068327.126
714	5066633.187
715	5064935.881
716	5063335.628
717	5062030.752
718	5060695.323
719	5058694.337
720	5057069.97
721	5055480.944
722	5053787.239
723	5052317.718
724	5051220.456
725	5049770.113
726	5048325.628
727	5046754.081
728	5045158.112
729	5043568.284
730	5041764.89
731	5039806.957
732	5038306.517
733	5036853.576
734	5035449.367
735	5033866.565
736	5032569.476
737	5030892.303
738	5029415.69
739	5028088.95
740	5026537.036
741	5024790.595
742	5023427.537
743	5021737.063
744	5020427.901
745	5019036.513
746	5017847.769
747	5016477.625
748	5015071.966
749	5013835.697
750	5012340.187
751	5010710.618
752	5009233.19
753	5007985.09
754	5006166.669
755	5004905.294
756	5003419.02
757	5002010.817
758	5000587.899
759	4998816.301
760	4997507.744
761	4996032.348
762	4994648.343
763	4993195.476
764	4991770.443
765	4990409.638
766	4988713.405
767	4987271.347
768	4985611.562
769	4984203.793
770	4982967.085
771	4981506.284
772	4980260.483
773	4979034.371
774	4977554.18
775	4976161.999
776	4975021.384
777	4973550.761
778	4972231.565
779	4970668.754
780	4969099.594
781	4967721.283
782	4966247.323
783	4964695.946
784	4963308.557
785	4961924.309
786	4960546.456
787	4959263.969
788	4957972.569
789	4956258.117
790	4954739.323
791	4953237.298
792	4951766.814
793	4950361.726
794	4948811.876
795	4947297.915
796	4945949.298
797	4944695.117
798	4943423.539
799	4942107.585
800	4940508.791
801	4939256.661
802	4937830.978
803	4936245.374
804	4934940.076
805	4933321.183
806	4932079.913
807	4930657.636
808	4928996.501
809	4927562.838
810	4926022.749
811	4924534.867
812	4923033.738
813	4921733.666
814	4920349.96
815	4918952.447
816	4917595.809
817	4916047.392
818	4914633.14
819	4913328.142
820	4911658.798
821	4910000.885
822	4908580.548
823	4907086.417
824	4905796.461
825	4904636.83
826	4903307.161
827	4901955.487
828	4900559.768
829	4898996.317
830	4897405.656
831	4895905.9
832	4894691.647
833	4893259.459
834	4891865.197
835	4890404.691
836	4888948.039
837	4887757.651
838	4886555.873
839	4885073.417
840	4883645.591
841	4882329.843
842	4881068.031
843	4879479.843
844	4877872.474
845	4876499.111
846	4875226.782
847	4873633.351
848	4872388.163
849	4871246.426
850	4870208.355
851	4868626.507
852	4867348.317
853	4865825.041
854	4864212.332
855	4862844.651
856	4861393.262
857	4859972.168
858	4858507.253
859	4857211.364
860	4855654.489
861	4854529.195
862	4853313.341
863	4851768.379
864	4850336.462
865	4848799.9
866	4847560.541
867	4846186.83
868	4844739.496
869	4843069.855
870	4841733.672
871	4840439.945
872	4839240.949
873	4837682.548
874	4836428.677
875	4835065.304
876	4833629.243
877	4831842.315
878	4830283.684
879	4828976.247
880	4827307.517
881	4825726.784
882	4824248.017
883	4822903.826
884	4821456.832
885	4820056.544
886	4818699.431
887	4817126.223
888	4815648.72
889	4814259.929
890	4812735.945
891	4811523.833
892	4809893.773
893	4808407.909
894	4807087.106
895	4805632.978
896	4804198.345
897	4802814.876
898	4801287.699
899	4799735.094
900	4798441.065
901	4797091.886
902	4795888.408
903	4794706.841
904	4793196.818
905	4791766.4
906	4790037.085
907	4788808.145
908	4787360.835
909	4786058.918
910	4784638.413
911	4783568.046
912	4782386.111
913	4780622.307
914	4778919.145
915	4777428.64
916	4776215.692
917	4774664.728
918	4773403.79
919	4771820.612
920	4770347.081
921	4769236.779
922	4767941.35
923	4766652.581
924	4765507.735
925	4764103.806
926	4762583.212
927	4761127.832
928	4760022.558
929	4758656.032
930	4757258.965
931	4755455.286
932	4754239.887
933	4752624.076
934	4751364.865
935	4750133.559
936	4748624.06
937	4747068.809
938	4745457.94
939	4743995.352
940	4742430.451
941	4740955.625
942	4739467.61
943	4738169.734
944	4736669.736
945	4735356.648
946	4734181.492
947	4732810.463
948	4731415.882
949	4730089.745
950	4728454.628
951	4727400.443
952	4726042.625
953	4724727.066
954	4723172.221
955	4721663.28
956	4720224.278
957	4719032.206
958	4717661.023
959	4716483.49
960	4715226.868
961	4713845.107
962	4712676.622
963	4711093.928
964	4709551.999
965	4708487.339
966	4707282.13
967	4706202.837
968	4704888.337
969	4703728.43
970	4702627.109
971	4700968.381
972	4699623.471
973	4698243.099
974	4696633.253
975	4695400.523
976	4694151.789
977	4692811.247
978	4691253.208
979	4689941.888
980	4688224.123
981	4686879.223
982	4685395.596
983	4684107.772
984	4682593.065
985	4680996.697
986	4679623.526
987	4678103.759
988	4676912.467
989	4675518.898
990	4674055.622
991	4672823.736
992	4671443.899
993	4670280.763
994	4669203.452
995	4667664.56
996	4666608.277
997	4665263.645
998	4663905.147
999	4662533.435
1000	4661287.368
1001	4659799.187
1002	4658558.665
1003	4657229.433
1004	4655624.352
1005	4654315.467
1006	4652947.827
1007	4651340.844
1008	4650058.105
1009	4648644.959
1010	4647449.065
1011	4646221.265
1012	4644632.337
1013	4643318.645
1014	4642112.895
1015	4640920.858
1016	4639527.75
1017	4637989.714
1018	4636621.525
1019	4635563.694
1020	4634112.479
1021	4632684.123
1022	4631583.411
1023	4630061.781
1024	4628788.926
1025	4627428.825
1026	4626256.486
1027	4624944.836
1028	4623324.427
1029	4621892.27
1030	4620752.674
1031	4619367.621
1032	4617958.917
1033	4616591.903
1034	4615336.851
1035	4613961.089
1036	4612723.398
1037	4611629.459
1038	4610284.834
1039	4609001.523
1040	4607690.948
1041	4606715.336
1042	4605552.248
1043	4604257.264
1044	4602899.912
1045	4601417.485
1046	4600164.696
1047	4599169.202
1048	4597718.467
1049	4596639.387
1050	4595277.073
1051	4594089.434
1052	4592851.334
1053	4591894.982
1054	4590734.518
1055	4589430.174
1056	4588302.912
1057	4587131.978
1058	4585818.076
1059	4584130.636
1060	4582938.536
1061	4581485.534
1062	4580278.933
1063	4579177.966
1064	4577887.81
1065	4576567.607
1066	4575058.633
1067	4574025.728
1068	4573052.45
1069	4571904.443
1070	4570557.806
1071	4569164.616
1072	4567887.067
1073	4566693.621
1074	4565281.7
1075	4563962.968
1076	4562657.897
1077	4561358.227
1078	4560026.467
1079	4558841.524
1080	4557670.92
1081	4556266.169
1082	4554972.936
1083	4553838.409
1084	4552416.652
1085	4551195.517
1086	4550108.247
1087	4548874.844
1088	4547445.085
1089	4546287.115
1090	4544715.33
1091	4543655.222
1092	4542171.498
1093	4540867.339
1094	4539610.013
1095	4538260.395
1096	4536780.928
1097	4535544.752
1098	4534101.795
1099	4533011.937
1100	4531568.589
1101	4530019.138
1102	4528444.712
1103	4527175.4
1104	4526089.753
1105	4524837.504
1106	4523821.454
1107	4522797.305
1108	4521494.626
1109	4520289.52
1110	4518842.85
1111	4517678.876
1112	4516443.028
1113	4515411.707
1114	4513857.228
1115	4512660.815
1116	4511395.39
1117	4510261.007
1118	4508671.31
1119	4507304.05
1120	4506074.447
1121	4504979.546
1122	4503846.436
1123	4502510.826
1124	4501170.61
1125	4499925.476
1126	4498726.837
1127	4497543.47
1128	4496050.826
1129	4494797.321
1130	4493306.114
1131	4492286.265
1132	4490962.269
1133	4489635.903
1134	4488519.481
1135	4487224.186
1136	4485904.209
1137	4484745.669
1138	4483364.394
1139	4482215.222
1140	4481188.639
1141	4479869.283
1142	4478644.151
1143	4477242.358
1144	4476020.188
1145	4475071.425
1146	4473729.442
1147	4472431.817
1148	4471176.642
1149	4470093.005
1150	4468861.609
1151	4467667.123
1152	4466204.108
1153	4465209.499
1154	4463721.752
1155	4462354.829
1156	4461016.29
1157	4459456.663
1158	4458139.172
1159	4456931.342
1160	4455934.566
1161	4454545.774
1162	4453371.132
1163	4451992.935
1164	4450857.956
1165	4449631.182
1166	4448369.195
1167	4447060.742
1168	4445925.335
1169	4444932.011
1170	4443727.611
1171	4442569.232
1172	4441204.332
1173	4440103.231
1174	4438762.88
1175	4437553.738
1176	4436231.601
1177	4435039.242
1178	4433957.034
1179	4432714.846
1180	4431289.004
1181	4429910.105
1182	4428427.223
1183	4427309.818
1184	4426120.704
1185	4424720.624
1186	4423452.969
1187	4422126.014
1188	4420733.075
1189	4419367.459
1190	4418023.386
1191	4416689.762
1192	4415233.171
1193	4414059.024
1194	4412709.918
1195	4411605.907
1196	4410499.526
1197	4409250.441
1198	4408189.793
1199	4406888.57
1200	4405863.972
1201	4404829.918
1202	4403668.241
1203	4402237.385
1204	4400884.246
1205	4399808.075
1206	4398630.794
1207	4397444.821
1208	4396401.605
1209	4395131.193
1210	4393881.986
1211	4392853.884
1212	4391419.535
1213	4390074.583
1214	4388706.404
1215	4387460.254
1216	4386293.966
1217	4385062.567
1218	4384138.028
1219	4382917.335
1220	4381755.975
1221	4380547.076
1222	4379425.963
1223	4378352.786
1224	4376968.29
1225	4375564.561
1226	4374428.249
1227	4373182.986
1228	4372000.494
1229	4370838.854
1230	4369667.257
1231	4368533.736
1232	4367541.061
1233	4366463.024
1234	4365288.765
1235	4364350.861
1236	4363161.039
1237	4361869.92
1238	4360858.702
1239	4359737.477
1240	4358354.964
1241	4356917.279
1242	4355650.597
1243	4354289.648
1244	4353390.809
1245	4352226.71
1246	4351085.715
1247	4350024.676
1248	4348928.65
1249	4347698.222
1250	4346209.96
1251	4345114.766
1252	4343982.217
1253	4342683.769
1254	4341388.251
1255	4340236.35
1256	4338913.579
1257	4337871.765
1258	4336773.704
1259	4335409.238
1260	4334398.308
1261	4333347.029
1262	4332183.508
1263	4331025.141
1264	4329950.169
1265	4328703.793
1266	4327572.466
1267	4326316.361
1268	4325270.3
1269	4323985.458
1270	4322818.593
1271	4321864.609
1272	4320726.325
1273	4319617.858
1274	4318375.09
1275	4317070.33
1276	4315954.704
1277	4314524.32
1278	4313310.672
1279	4312226.887
1280	4311203.249
1281	4309988.927
1282	4309111.941
1283	4307781.372
1284	4306619.342
1285	4305607.145
1286	4304682.942
1287	4303511.789
1288	4302493.286
1289	4301237.339
1290	4300043.306
1291	4298876.593
1292	4297790.061
1293	4296568.897
1294	4295512.26
1295	4294384.835
1296	4293333.543
1297	4292107.798
1298	4291060.112
1299	4289721.342
1300	4288557.37
1301	4287320.15
1302	4286101.619
1303	4284956.797
1304	4283604.438
1305	4282321.814
1306	4281150.175
1307	4280007.028
1308	4278699.157
1309	4277498.251
1310	4276321.061
1311	4275437.702
1312	4274211.639
1313	4273099.553
1314	4272122.822
1315	4270898.964
1316	4269818.65
1317	4268572.641
1318	4267518.144
1319	4266315.249
1320	4265179.06
1321	4263877.481
1322	4262968.738
1323	4261725.78
1324	4260634.096
1325	4259519.621
1326	4258446.213
1327	4257375.111
1328	4256490.605
1329	4255552.731
1330	4254214.394
1331	4252981.522
1332	4251921.13
1333	4250851.828
1334	4249623.81
1335	4248659.22
1336	4247541.365
1337	4246511.803
1338	4245434.478
1339	4244262.311
1340	4243246.887
1341	4241899.071
1342	4240919.83
1343	4239455.938
1344	4238518.792
1345	4237310.746
1346	4236254.448
1347	4235311.855
1348	4234140.159
1349	4232865.499
1350	4231556.68
1351	4230479.307
1352	4229355.639
1353	4228188.418
1354	4227240.004
1355	4225860.533
1356	4224536.611
1357	4223467.215
1358	4222311.625
1359	4221178.562
1360	4220146.577
1361	4218929.718
1362	4217414.621
1363	4215874.243
1364	4214849.83
1365	4213951.366
1366	4212808.701
1367	4211660.795
1368	4210644.31
1369	4209610.541
1370	4208168.771
1371	4206751.187
1372	4205910.379
1373	4204781.692
1374	4203837.305
1375	4202888.533
1376	4201793.454
1377	4200712.81
1378	4199808.987
1379	4198714.294
1380	4197670.559
1381	4196571.119
1382	4195438.583
1383	4194583.195
1384	4193314.29
1385	4192398.51
1386	4191558.233
1387	4190456.009
1388	4189233.791
1389	4188173.734
1390	4186927.319
1391	4185745.698
1392	4184651.475
1393	4183507.43
1394	4182380.886
1395	4181219.746
1396	4180211.668
1397	4179112.649
1398	4177923.446
1399	4176797.256
1400	4175407.758
1401	4174238.13
1402	4172882.813
1403	4171664.108
1404	4170621.111
1405	4169466.571
1406	4168284.895
1407	4167155.677
1408	4165912.313
1409	4164715.088
1410	4163621.443
1411	4162770.499
1412	4161665.511
1413	4160584.118
1414	4159400.318
1415	4158241.295
1416	4156911.805
1417	4156027.114
1418	4155098.53
1419	4154265.699
1420	4153209.036
1421	4152206.39
1422	4151194.285
1423	4150098.036
1424	4148918.808
1425	4148042.463
1426	4146905.698
1427	4145765.074
1428	4144938.07
1429	4143942.408
1430	4142662.75
1431	4141533.211
1432	4140466.557
1433	4139377.844
1434	4138315.407
1435	4136910.444
1436	4135781.289
1437	4134704.779
1438	4133355.321
1439	4132123.815
1440	4131030.28
1441	4129977.26
1442	4128892.78
1443	4127974.615
1444	4126978.915
1445	4125724.487
1446	4124690.859
1447	4123436.551
1448	4122337.198
1449	4121160.47
1450	4120256.265
1451	4118891.331
1452	4117990.976
1453	4116876.797
1454	4115785.433
1455	4114856.683
1456	4113817.197
1457	4112541.828
1458	4111290.575
1459	4110195.459
1460	4109143.129
1461	4108261.982
1462	4107129.968
1463	4105909.659
1464	4104991.745
1465	4103938.843
1466	4102778.305
1467	4101535.023
1468	4100527.784
1469	4099251.34
1470	4097890.01
1471	4096920.677
1472	4096067.809
1473	4094892.927
1474	4093792.96
1475	4092859.949
1476	4091794.108
1477	4090584.646
1478	4089551.024
1479	4088355.064
1480	4087336.05
1481	4086479.11
1482	4085254.258
1483	4084286.304
1484	4083160.802
1485	4081773.185
1486	4080427.281
1487	4079490.639
1488	4078587.621
1489	4077627.247
1490	4076539.736
1491	4075467.96
1492	4074328.58
1493	4073260.751
1494	4072375.732
1495	4071380.895
1496	4070248.497
1497	4069324.561
1498	4068254.514
1499	4067297.998
1500	4066232.535
1501	4064928.264
1502	4063793.947
1503	4062984.777
1504	4061888.378
1505	4060680.087
1506	4059433.217
1507	4058436.149
1508	4057533.315
1509	4056504.939
1510	4055460.272
1511	4054238.628
1512	4053215.41
1513	4052443.004
1514	4051189.939
1515	4050191.388
1516	4049158.311
1517	4047955.658
1518	4046764.469
1519	4045922.488
1520	4044991.269
1521	4043839.966
1522	4042922.553
1523	4041705.779
1524	4040406.501
1525	4039320.636
1526	4038301.091
1527	4037109.413
1528	4036143.568
1529	4034997.037
1530	4033966.071
1531	4033095.873
1532	4032047.867
1533	4031122.874
1534	4029980.271
1535	4029048.311
1536	4027943.733
1537	4026951.108
1538	4025831.267
1539	4024611.516
1540	4023368.272
1541	4022343.588
1542	4021226.062
1543	4019936.093
1544	4018830.337
1545	4017697.588
1546	4016632.279
1547	4015727.672
1548	4014510.815
1549	4013443.801
1550	4012574.117
1551	4011666.73
1552	4010640.819
1553	4009463.386
1554	4008335.238
1555	4007318.663
1556	4006298.776
1557	4005247.99
1558	4004130.49
1559	4003105.248
1560	4002195.775
1561	4001062.36
1562	4000101.802
1563	3998940.634
1564	3997733.379
1565	3996658.913
1566	3995518.557
1567	3994555.445
1568	3993388.26
1569	3992267.848
1570	3991253.314
1571	3990132.424
1572	3989026.546
1573	3987873.79
1574	3986687.53
1575	3985402.971
1576	3984427.978
1577	3983632.463
1578	3982583.764
1579	3981809.391
1580	3980837.985
1581	3979971.408
1582	3978817.241
1583	3977730.228
1584	3976690.377
1585	3975463.979
1586	3974427.516
1587	3973389.082
1588	3972351.203
1589	3971039.179
1590	3969880.75
1591	3968767.91
1592	3967887.195
1593	3966885.396
1594	3965956.115
1595	3964952.538
1596	3964076.95
1597	3963209.289
1598	3962123.364
1599	3961008.309
1600	3959997.028
1601	3959093.044
1602	3958078.197
1603	3957238.722
1604	3956131.155
1605	3955189.035
1606	3954040.996
1607	3953151.017
1608	3951983.781
1609	3950796.473
1610	3949828.776
1611	3948674.28
1612	3947680.457
1613	3946559.008
1614	3945644.687
1615	3944705.033
1616	3943663.84
1617	3942591.782
1618	3941494.435
1619	3940431.967
1620	3939452.738
1621	3938609.123
1622	3937629.703
1623	3936676.23
1624	3935696.868
1625	3934624.426
1626	3933584.66
1627	3932722.885
1628	3931851.816
1629	3930923.707
1630	3929769.435
1631	3928660.28
1632	3927495.717
1633	3926481.807
1634	3925420.014
1635	3924300.315
1636	3923202.89
1637	3922124.134
1638	3920999.557
1639	3920142.118
1640	3918861.272
1641	3917807.427
1642	3916720.595
1643	3915917.368
1644	3915070.497
1645	3914273.307
1646	3912994.73
1647	3911880.178
1648	3910903.758
1649	3909750.799
1650	3908590.046
1651	3907416.676
1652	3906365.325
1653	3905407.531
1654	3904344.077
1655	3903201.156
1656	3902339.376
1657	3901552.345
1658	3900719.739
1659	3899676.627
1660	3898719.916
1661	3897680.806
1662	3896738.732
1663	3895789.503
1664	3894815.573
